brand,model,year,engine_type,capacity,transmission,equipment,generation,priority,manual_path,has_manual,notes
Audi,Q5,2009,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2010,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2011,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2012,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2013,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2014,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2015,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2016,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2017,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2018,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2019,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q5,2020,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2005,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2006,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2007,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2008,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2009,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2010,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2011,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2012,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2013,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2014,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2015,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2016,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2017,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,Q7,2018,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2003,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Low,,FALSE,Популярная модель в РФ
Audi,A3,2004,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Low,,FALSE,Популярная модель в РФ
Audi,A3,2005,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2006,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2007,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2008,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2009,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2010,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2011,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2012,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2013,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2014,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2015,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Audi,A3,2016,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2010,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2019,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Solaris,2020,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Creta,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Creta,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Creta,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Creta,2019,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Creta,2020,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Creta,2021,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2010,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2019,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Tucson,2020,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2006,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2007,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2008,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2009,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2010,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Santa Fe,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2010,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2019,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Hyundai,Sonata,2020,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2019,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Rio,2020,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2010,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2019,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sportage,2020,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2009,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Kia,Sorento,2010,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2019,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Sorento,2020,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2019,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Optima,2020,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2007,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Kia,Ceed,2008,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Kia,Ceed,2009,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Kia,Ceed,2010,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2011,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2012,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2013,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2014,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2015,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2016,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2017,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Kia,Ceed,2018,"G4FA, G4FC, G4KD","1.4, 1.6, 2.0, 2.4","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Ford,Focus,2008,"Duratec, EcoBoost 1.6, EcoBoost 2.0","1.6, 1.8, 2.0, 2.3, 2.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Ford,Focus,2009,"Duratec, EcoBoost 1.6, EcoBoost 2.0","1.6, 1.8, 2.0, 2.3, 2.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Ford,Focus,2010,"Duratec, EcoBoost 1.6, EcoBoost 2.0","1.6, 1.8, 2.0, 2.3, 2.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Ford,Focus,2011,"Duratec, EcoBoost 1.6, EcoBoost 2.0","1.6, 1.8, 2.0, 2.3, 2.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Ford,Focus,2012,"Duratec, EcoBoost 1.6, EcoBoost 2.0","1.6, 1.8, 2.0, 2.3, 2.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Ford,Focus,2013,"Duratec, EcoBoost 1.6, EcoBoost 2.0","1.6, 1.8, 2.0, 2.3, 2.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Ford,Focus,2014,"Duratec, EcoBoost 1.6, EcoBoost 2.0","1.6, 1.8, 2.0, 2.3, 2.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Ford,Focus,2015,"Duratec, EcoBoost 1.6, EcoBoost 2.0","1.6, 1.8, 2.0, 2.3, 2.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
